SYMBOL,COMPANY NAME,MARKET CAP,MARKET CAP CATEGORY,EXCHANGE,KITE_ID,SHOONYA_TOKEN
ITI,ITI Limited,21980.78751,Small Cap,NSE,,1675
GSPL,Gujarat State Petronet Limited,21928.05069,Small Cap,NSE,3378433,13197
ASTERDM,Aster DM Healthcare Limited,21798.37952,Small Cap,NSE,386049,1508
CAMS,Computer Age Management Services Limited,21601.79118,Small Cap,NSE,87553,342
KIMS,Krishna Institute of Medical Sciences Limited,21491.70053,Small Cap,NSE,1240833,4847
TRITURBINE,Triveni Turbine Limited,21377.48439,Small Cap,NSE,6549505,25584
APLLTD,Alembic Pharmaceuticals Limited,21298.5856,Small Cap,NSE,6483969,25328
BIKAJI,Bikaji Foods International Limited,21211.2343,Small Cap,NSE,3063297,11966
AFFLE,Affle (India) Limited,21165.26735,Small Cap,NSE,2903809,11343
CASTROLIND,Castrol India Limited,21159.76724,Small Cap,NSE,320001,1250
RAMCOCEM,The Ramco Cements Limited,20856.31427,Small Cap,NSE,523009,2043
KIOCL,KIOCL Limited,20763.81184,Small Cap,NSE,4896257,19126
JWL,Jupiter Wagons Limited,20658.19402,Small Cap,NSE,5177345,20224
KPIL,Kalpataru Projects International Limited,20516.58383,Small Cap,NSE,464385,1814
AMBER,Amber Enterprises India Limited,20436.85601,Small Cap,NSE,303361,1185
DEVYANI,Devyani International Limited,20289.46063,Small Cap,NSE,1375489,5373
CYIENT,Cyient Limited,20145.02584,Small Cap,NSE,1471489,5748
VINATIORGA,Vinati Organics Limited,20058.33482,Small Cap,NSE,4445185,17364
IRCON,Ircon International Limited,20048.03912,Small Cap,NSE,1276417,4986
JINDALSAW,Jindal Saw Limited,19974.93862,Small Cap,NSE,774145,3024
SIGNATURE,Signatureglobal (India) Limited,19480.44657,Small Cap,NSE,4798209,18743
AADHARHFC,Aadhar Housing Finance Limited,19454.78431,Small Cap,NSE,6074625,23729
KAJARIACER,Kajaria Ceramics Limited,19302.20503,Small Cap,NSE,462849,1808
JAIBALAJI,Jai Balaji Industries Limited,19285.87837,Small Cap,NSE,2881537,11256
ELGIEQUIP,Elgi Equipments Limited,19083.71128,Small Cap,NSE,239873,937
BBTC,Bombay Burmah Trading Corporation Limited,19001.52259,Small Cap,NSE,97281,380
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,18978.88645,Small Cap,NSE,163073,637
JYOTHYLAB,Jyothy Labs Limited,18942.71877,Small Cap,NSE,3877377,15146
CONCORDBIO,Concord Biotech Limited,18893.65033,Small Cap,NSE,4623361,18060
WELCORP,Welspun Corp Limited,18860.64476,Small Cap,NSE,3026177,11821
CENTURYPLY,Century Plyboards (India) Limited,18756.95534,Small Cap,NSE,3406081,13305
JBMA,JBM Auto Limited,18743.92351,Small Cap,NSE,2983681,11655
CIEINDIA,CIE Automotive India Limited,18683.57796,Small Cap,NSE,3823873,14937
RELAXO,Relaxo Footwears Limited,18659.43122,Small Cap,NSE,6201601,24225
BLUEDART,Blue Dart Express Limited,18599.11516,Small Cap,NSE,126721,495
AARTIIND,Aarti Industries Limited,18580.9109,Small Cap,NSE,1804,7
AARTIIND,Aarti Industries Limited,18580.9109,Small Cap,NSE,1793,7
ASTRAZEN,AstraZeneca Pharma India Limited,18464.14868,Small Cap,NSE,1436161,5610
VGUARD,V-Guard Industries Limited,18463.88982,Small Cap,NSE,3932673,15362
GRSE,Garden Reach Shipbuilders & Engineers Limited,18396.47785,Small Cap,NSE,1401601,5475
GESHIP,The Great Eastern Shipping Company Limited,18387.67636,Small Cap,NSE,3526657,13776
NCC,NCC Limited,18351.9658,Small Cap,NSE,593665,2319
CHALET,Chalet Hotels Limited,18342.48602,Small Cap,NSE,2187777,8546
FINCABLES,Finolex Cables Limited,18308.32865,Small Cap,NSE,265737,1038
FINCABLES,Finolex Cables Limited,18308.32865,Small Cap,NSE,265729,1038
KARURVYSYA,Karur Vysya Bank Limited,18283.98858,Small Cap,NSE,470529,1838
SCHNEIDER,Schneider Electric Infrastructure Limited,18254.49738,Small Cap,NSE,7995905,31234
FINPIPE,Finolex Industries Limited,18240.26296,Small Cap,NSE,266505,1041
FINPIPE,Finolex Industries Limited,18240.26296,Small Cap,NSE,266497,1041
CELLO,Cello World Limited,18237.36955,Small Cap,NSE,5067521,19795
JUBLPHARMA,Jubilant Pharmova Limited,17931.33281,Small Cap,NSE,931073,3637
IIFL,IIFL Finance Limited,17892.90086,Small Cap,NSE,3023105,11809
PTCIL,PTC Industries Limited,17855.40116,Small Cap,NSE,4270593,16682
NEULANDLAB,Neuland Laboratories Limited,17761.44876,Small Cap,NSE,615937,2406
WOCKPHARMA,Wockhardt Limited,17712.04116,Small Cap,NSE,1921537,7506
ERIS,Eris Lifesciences Limited,17623.66915,Small Cap,NSE,5415425,21154
LMW,LMW Limited,17577.38107,Small Cap,NSE,506625,1979
BATAINDIA,Bata India Limited,17533.10986,Small Cap,NSE,94977,371
TECHNOE,Techno Electric & Engineering Company Limited,17462.58657,Small Cap,NSE,1649921,6445
APTUS,Aptus Value Housing Finance India Limited,17421.0859,Small Cap,NSE,1391361,5435
CGCL,Capri Global Capital Limited,17409.03547,Small Cap,NSE,5204225,20329
AKZOINDIA,Akzo Nobel India Limited,17317.60947,Small Cap,NSE,375553,1467
NEWGEN,Newgen Software Technologies Limited,17250.5301,Small Cap,NSE,297985,1164
HFCL,HFCL Limited,17157.88022,Small Cap,NSE,5619457,21951
ASAHIINDIA,Asahi India Glass Limited,17109.88984,Small Cap,NSE,1376769,5378
TRIDENT,Trident Limited,16968.4779,Small Cap,NSE,2479361,9685
SONATSOFTW,Sonata Software Limited,16823.7826,Small Cap,NSE,1688577,6596
TBOTEK,TBO Tek Limited,16812.85775,Small Cap,NSE,6077441,23740
RRKABEL,R R Kabel Limited,16756.74419,Small Cap,NSE,4752897,18566
BEML,BEML Limited,16572.42911,Small Cap,NSE,101121,395
NAVINFLUOR,Navin Fluorine International Limited,16536.11561,Small Cap,NSE,3756033,14672
KFINTECH,Kfin Technologies Limited,16467.92704,Small Cap,NSE,3419905,13359
UTIAMC,UTI Asset Management Company Limited,16441.54061,Small Cap,NSE,134913,527
RKFORGE,Ramkrishna Forgings Limited,16441.05892,Small Cap,NSE,2921217,11411
PCBL,PCBL LIMITED,16364.90772,Small Cap,NSE,678145,2649
ZENTEC,Zen Technologies Limited,16248.20613,Small Cap,NSE,1922049,7508
KIRLOSENG,Kirloskar Oil Engines Limited,16196.11976,Small Cap,NSE,5359617,20936
DCMSHRIRAM,DCM Shriram Limited,16184.31672,Small Cap,NSE,207617,811
ANANDRATHI,Anand Rathi Wealth Limited,16183.6204,Small Cap,NSE,1829121,7145
SOBHA,Sobha Limited,16129.81043,Small Cap,NSE,3539457,13826
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,16022.20687,Small Cap,NSE,3945985,15414
CLEAN,Clean Science and Technology Limited,15936.41206,Small Cap,NSE,1292545,5049
ZENSARTECH,Zensar Technologies Limited,15913.80869,Small Cap,NSE,275465,1076
ZENSARTECH,Zensar Technologies Limited,15913.80869,Small Cap,NSE,275457,1076
BSOFT,BIRLASOFT LIMITED,15906.98148,Small Cap,NSE,1790465,6994
CREDITACC,CREDITACCESS GRAMEEN LIMITED,15694.79066,Small Cap,NSE,1131777,4421
IEX,Indian Energy Exchange Limited,15680.73974,Small Cap,NSE,56321,220
BLS,BLS International Services Limited,15671.59747,Small Cap,NSE,4423425,17279
SWANENERGY,Swan Energy Limited,15660.38426,Small Cap,NSE,6936321,27095
PGEL,PG Electroplast Limited,15656.0556,Small Cap,NSE,6491649,25358
DOMS,DOMS Industries Limited,15645.43058,Small Cap,NSE,5261057,20551
ACE,Action Construction Equipment Limited,15528.29481,Small Cap,NSE,3478273,13587
SARDAEN,Sarda Energy & Minerals Limited,15413.14478,Small Cap,NSE,4546049,17758
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,15355.89745,Small Cap,NSE,211713,827
PVRINOX,PVR INOX Limited,15340.53253,Small Cap,NSE,3365633,13147
HBLPOWER,HBL Power Systems Limited,15338.63526,Small Cap,NSE,3575297,13966
INDIAMART,Indiamart Intermesh Limited,15293.31876,Small Cap,NSE,2745857,10726
SANOFI,Sanofi India Limited,15126.71805,Small Cap,NSE,369153,1442
CAPLIPOINT,Caplin Point Laboratories Limited,15097.64628,Small Cap,NSE,999937,3906
GRINFRA,G R Infraprojects Limited,15069.2905,Small Cap,NSE,1293825,5054
RAINBOW,Rainbow Childrens Medicare Limited,15031.7269,Small Cap,NSE,2408449,9408
IFCI,IFCI Limited,15022.91558,Small Cap,NSE,381697,1491
NETWEB,Netweb Technologies India Limited,14955.52164,Small Cap,NSE,4462849,17433
INDGN,Indegene Limited,14872.95939,Small Cap,NSE,6065409,23693
FINEORG,Fine Organic Industries Limited,14645.48884,Small Cap,NSE,958465,3744
WELSPUNLIV,Welspun Living Limited,14422.093,Small Cap,NSE,2880769,11253
KIRLOSBROS,Kirloskar Brothers Limited,14398.93422,Small Cap,NSE,4756737,18581
REDINGTON,Redington Limited,14299.63244,Small Cap,NSE,3649281,14255
MGL,Mahanagar Gas Limited,14242.77176,Small Cap,NSE,4488705,17534
TTML,Tata Teleservices (Maharashtra) Limited,14194.8289,Small Cap,NSE,2292225,8954
EIDPARRY,EID Parry India Limited,14159.1937,Small Cap,NSE,234497,916
RITES,RITES Limited,14153.78698,Small Cap,NSE,962817,3761
KSB,Ksb Limited,14138.92997,Small Cap,NSE,498945,1949
STAR,Strides Pharma Science Limited,14028.22328,Small Cap,NSE,1887745,7374
ECLERX,eClerx Services Limited,14021.01268,Small Cap,NSE,3885825,15179
SPLPETRO,Supreme Petrochem Limited,14000.19354,Small Cap,NSE,2461953,9617
DATAPATTNS,Data Patterns (India) Limited,13893.25681,Small Cap,NSE,1883649,7358
AKUMS,Akums Drugs and Pharmaceuticals Limited,13818.9865,Small Cap,NSE,6327041,24715
NAVA,NAVA LIMITED,13709.82564,Small Cap,NSE,1027585,4014
GODREJAGRO,Godrej Agrovet Limited,13681.18395,Small Cap,NSE,36865,144
MANAPPURAM,Manappuram Finance Limited,13657.40831,Small Cap,NSE,4879617,19061
GRAVITA,Gravita India Limited,13629.39167,Small Cap,NSE,5256705,20534
NSLNISP,NMDC Steel Limited,13554.17272,Small Cap,NSE,3630081,14180
SWSOLAR,Sterling and Wilson Renewable Energy Limited,13495.48933,Small Cap,NSE,3197185,12489
GRANULES,Granules India Limited,13446.63142,Small Cap,NSE,3039233,11872
RAYMONDLSL,Raymond Lifestyle Limited,13434.29673,Small Cap,NSE,6418689,25073
RAILTEL,Railtel Corporation Of India Limited,13432.85903,Small Cap,NSE,622337,2431
INGERRAND,Ingersoll Rand (India) Limited,13429.41757,Small Cap,NSE,408833,1597
OLECTRA,Olectra Greentech Limited,13422.65754,Small Cap,NSE,2723073,10637
BALRAMCHIN,Balrampur Chini Mills Limited,13306.35489,Small Cap,NSE,87297,341
JMFINANCIL,JM Financial Limited,13271.59951,Small Cap,NSE,3491073,13637
VTL,Vardhman Textiles Limited,13262.22377,Small Cap,NSE,530689,2073
AAVAS,Aavas Financiers Limited,13216.3158,Small Cap,NSE,1378561,5385
LTFOODS,LT Foods Limited,13162.63854,Small Cap,NSE,3536897,13816
PRAJIND,Praj Industries Limited,13149.9819,Small Cap,NSE,692481,2705
HONASA,Honasa Consumer Limited,13131.01005,Small Cap,NSE,5072129,19813
CUB,City Union Bank Limited,12919.54094,Small Cap,NSE,1459457,5701
USHAMART,Usha Martin Limited,12678.84605,Small Cap,NSE,2263041,8840
GENUSPOWER,Genus Power Infrastructures Limited,12651.04486,Small Cap,NSE,3047681,11905
MARKSANS,Marksans Pharma Limited,12634.21194,Small Cap,NSE,2708225,10579
JPPOWER,Jaiprakash Power Ventures Limited,12630.92695,Small Cap,NSE,3011329,11763
TEGA,Tega Industries Limited,12611.91168,Small Cap,NSE,1818881,7105
GLS,Glenmark Life Sciences Limited,12589.65238,Small Cap,NSE,1347841,5265
NETWORK18,Network18 Media & Investments Limited,12507.16221,Small Cap,NSE,3612417,14111
ELECON,Elecon Engineering Company Limited,12366.68334,Small Cap,NSE,3492609,13643
REDTAPE,Redtape Limited,12318.6348,Small Cap,NSE,4571905,17859
NUVOCO,Nuvoco Vistas Corporation Limited,12289.73834,Small Cap,NSE,1389057,5426
GPIL,Godawari Power And Ispat limited,12211.9127,Small Cap,NSE,3432705,13409
CRAFTSMAN,Craftsman Automation Limited,12028.47089,Small Cap,NSE,730625,2854
WESTLIFE,WESTLIFE FOODWORLD LIMITED,12004.48881,Small Cap,NSE,2964481,11580
ZYDUSWELL,Zydus Wellness Limited,11997.67962,Small Cap,NSE,4514561,17635
TTKPRESTIG,TTK Prestige Limited,11969.43032,Small Cap,NSE,907777,3546
MINDACORP,Minda Corporation Limited,11906.39452,Small Cap,NSE,6629633,25897
MMTC,MMTC Limited,11805.35849,Small Cap,NSE,4596993,17957
RHIM,RHI MAGNESITA INDIA LIMITED,11787.0764,Small Cap,NSE,7977729,31163
CANFINHOME,Can Fin Homes Limited,11784.20838,Small Cap,NSE,149249,583
ZEEL,Zee Entertainment Enterprises Limited,11737.54184,Small Cap,NSE,975873,3812
GMDCLTD,Gujarat Mineral Development Corporation Limited,11684.91069,Small Cap,NSE,1332225,5204
HAPPSTMNDS,Happiest Minds Technologies Limited,11515.20031,Small Cap,NSE,12289,48
CEATLTD,CEAT Limited,11447.98495,Small Cap,NSE,3905025,15254
SANOFICONR,Sanofi Consumer Healthcare India Limited,11364.63299,Small Cap,NSE,6456833,25222
PRUDENT,Prudent Corporate Advisory Services Limited,11253.27421,Small Cap,NSE,2445569,9553
IIFLSEC,IIFL Securities Limited,11207.93313,Small Cap,NSE,3346433,13072
JUBLINGREA,Jubilant Ingrevia Limited,11189.43314,Small Cap,NSE,712449,2783
INDIACEM,The India Cements Limited,11170.33759,Small Cap,NSE,387841,1515
AETHER,Aether Industries Limited,11077.50912,Small Cap,NSE,2511361,9810
J&KBANK,The Jammu & Kashmir Bank Limited,11042.73408,Small Cap,NSE,1442049,5633
BECTORFOOD,Mrs. Bectors Food Specialities Limited,11027.09883,Small Cap,NSE,416769,1628
VOLTAMP,Voltamp Transformers Limited,11022.69481,Small Cap,NSE,3475713,13577
ALOKINDS,Alok Industries Limited,11012.90209,Small Cap,NSE,4524801,17675
EUREKAFORB,Eureka Forbes Limited,10990.68539,Small Cap,NSE,6441473,25162
METROPOLIS,Metropolis Healthcare Limited,10974.02204,Small Cap,NSE,2452737,9581
TIPSMUSIC,Tips Music Limited,10934.1098,Small Cap,NSE,2333953,9117
ELECTCAST,Electrosteel Castings Limited,10916.52895,Small Cap,NSE,4637697,18116
JSWHL,JSW Holdings Limited,10810.65718,Small Cap,NSE,,11880
HOMEFIRST,Home First Finance Company India Limited,10803.39333,Small Cap,NSE,526337,2056
JKTYRE,JK Tyre & Industries Limited,10785.47333,Small Cap,NSE,3695361,14435
RAYMOND,Raymond Limited,10726.48929,Small Cap,NSE,731905,2859
SAFARI,Safari Industries (India) Limited,10695.35232,Small Cap,NSE,3336961,13035
RBLBANK,RBL Bank Limited,10671.50295,Small Cap,NSE,4708097,18391
SAMMAANCAP,Sammaan Capital Limited,10592.17818,Small Cap,NSE,7712001,30125
WABAG,VA Tech Wabag Limited,10585.73926,Small Cap,NSE,5168129,20188
ALKYLAMINE,Alkyl Amines Chemicals Limited,10542.19796,Small Cap,NSE,1148673,4487
MAPMYINDIA,C.E. Info Systems Limited,10536.84613,Small Cap,NSE,1850113,7227
ENGINERSIN,Engineers India Limited,10507.59905,Small Cap,NSE,1256193,4907
VESUVIUS,Vesuvius India Limited,10451.07753,Small Cap,NSE,941057,3676
SAPPHIRE,Sapphire Foods India Limited,10397.14959,Small Cap,NSE,1719809,6718
INTELLECT,Intellect Design Arena Limited,10396.80061,Small Cap,NSE,1517057,5926
QUESS,Quess Corp Limited,10396.38856,Small Cap,NSE,4532225,17704
GALAXYSURF,Galaxy Surfactants Limited,10301.43263,Small Cap,NSE,336641,1315
GRAPHITE,Graphite India Limited,10193.78401,Small Cap,NSE,151553,592
HAPPYFORGE,Happy Forgings Limited,10175.07021,Small Cap,NSE,5338625,20854
SCI,Shipping Corporation Of India Limited,10126.70136,Small Cap,NSE,780289,3048
FORCEMOT,FORCE MOTORS LTD,10095.54883,Small Cap,NSE,2962689,11573
TANLA,Tanla Platforms Limited,10086.70884,Small Cap,NSE,3577857,13976
EDELWEISS,Edelweiss Financial Services Limited,10076.46966,Small Cap,NSE,3870465,15119
SYMPHONY,Symphony Limited,10074.78129,Small Cap,NSE,6192641,24190
INOXINDIA,INOX India Limited,10031.63648,Small Cap,NSE,5275393,20607
KIRLPNU,Kirloskar Pneumatic Company Limited,10029.30258,Small Cap,NSE,3886081,15180
BAJAJELEC,Bajaj Electricals Limited,9985.293517,Small Cap,NSE,3848705,15034
CHOICEIN,Choice International Limited,9885.211034,Small Cap,NSE,2269697,8866
VIJAYA,Vijaya Diagnostic Centre Limited,9847.606477,Small Cap,NSE,1429761,5585
PURVA,Puravankara Limited,9841.867981,Small Cap,NSE,3820033,14922
SAREGAMA,Saregama India Limited,9813.594931,Small Cap,NSE,1252353,4892
KPIGREEN,KPI Green Energy Limited,9730.95977,Small Cap,NSE,1307649,5108
ISGEC,Isgec Heavy Engineering Limited,9728.688128,Small Cap,NSE,852225,3329
PNGJL,P N Gadgil Jewellers Limited,9718.729114,Small Cap,NSE,6479873,25312
PRSMJOHNSN,Prism Johnson Limited,9649.857331,Small Cap,NSE,701185,2739
ITDCEM,ITD Cementation India Limited,9646.320845,Small Cap,NSE,1439233,5622
CHENNPETRO,Chennai Petroleum Corporation Limited,9626.995098,Small Cap,NSE,524545,2049
ROUTE,ROUTE MOBILE LIMITED,9592.052122,Small Cap,NSE,32769,128
GPPL,Gujarat Pipavav Port Limited,9486.798029,Small Cap,NSE,5051137,19731
JKLAKSHMI,JK Lakshmi Cement Limited,9458.90263,Small Cap,NSE,3453697,13491
SENCO,Senco Gold Limited,9453.763789,Small Cap,NSE,4421377,17271
ARVIND,Arvind Limited,9392.181248,Small Cap,NSE,49409,193
JUSTDIAL,Just Dial Limited,9372.291891,Small Cap,NSE,7670273,29962
TIMETECHNO,Time Technoplast Limited,9351.842202,Small Cap,NSE,3764993,14707
LATENTVIEW,Latent View Analytics Limited,9333.76983,Small Cap,NSE,1745409,6818
ESABINDIA,Esab India Limited,9285.958861,Small Cap,NSE,244481,955
CERA,Cera Sanitaryware Limited,9263.407923,Small Cap,NSE,3849985,15039
SANSERA,Sansera Engineering Limited,9218.917171,Small Cap,NSE,1472257,5751
ABDL,Allied Blenders and Distillers Limited,9198.26432,Small Cap,NSE,6222849,24308
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,9177.934234,Small Cap,NSE,300545,1174
LEMONTREE,Lemon Tree Hotels Limited,9169.912627,Small Cap,NSE,667137,2606
RTNINDIA,RattanIndia Enterprises Limited,9126.381158,Small Cap,NSE,6988033,27297
TRIVENI,Triveni Engineering & Industries Limited,9076.880179,Small Cap,NSE,3348737,13081
RUSTOMJEE,Keystone Realtors Limited,9037.427507,Small Cap,NSE,3128065,12219
RENUKA,Shree Renuka Sugars Limited,9031.182746,Small Cap,NSE,3078657,12026
POWERMECH,Power Mech Projects Limited,8999.263437,Small Cap,NSE,2681089,10473
SBFC,SBFC Finance Limited,8993.665843,Small Cap,NSE,4614657,18026
SHRIPISTON,Shriram Pistons & Rings Limited,8992.106086,Small Cap,NSE,4399617,17186
SYRMA,Syrma SGS Technology Limited,8973.434061,Small Cap,NSE,2763009,10793
MAXESTATES,Max Estates Limited,8927.858688,Small Cap,NSE,5029377,19646
JLHL,Jupiter Life Line Hospitals Limited,8914.025677,Small Cap,NSE,4749569,18553
VMART,V-Mart Retail Limited,8867.597517,Small Cap,NSE,7496705,29284
RCF,Rashtriya Chemicals and Fertilizers Limited,8853.488435,Small Cap,NSE,733697,2866
BIRLACORPN,Birla Corporation Limited,8841.747661,Small Cap,NSE,122881,480
THOMASCOOK,Thomas Cook  (India)  Limited,8812.86185,Small Cap,NSE,891137,3481
SFL,Sheela Foam Limited,8800.097894,Small Cap,NSE,4911105,19184
CAMPUS,Campus Activewear Limited,8783.24695,Small Cap,NSE,2396673,9362
DBREALTY,Valor Estate Limited,8782.902886,Small Cap,NSE,4639745,18124
GANESHHOUC,Ganesh Housing Corporation Limited,8772.519526,Small Cap,NSE,3670785,14339
EPIGRAL,Epigral Limited,8744.582349,Small Cap,NSE,1377793,5382
MASTEK,Mastek Limited,8743.647642,Small Cap,NSE,543745,2124
GRWRHITECH,Garware Hi-Tech Films Limited,8726.786867,Small Cap,NSE,2043393,7982
AURIONPRO,Aurionpro Solutions Limited,8724.28503,Small Cap,NSE,3077633,12022
HGINFRA,H.G. Infra Engineering Limited,8668.075622,Small Cap,NSE,428033,1672
CCL,CCL Products (India) Limited,8648.821965,Small Cap,NSE,2931713,11452
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,8574.840832,Small Cap,NSE,4557057,17801
EPL,EPL Limited,8559.000781,Small Cap,NSE,251137,981
ASKAUTOLTD,ASK Automotive Limited,8549.321933,Small Cap,NSE,5158913,20152
GMRP&UI,GMR Power and Urban Infra Limited,8535.217766,Small Cap,NSE,2183425,8529
TEXRAIL,Texmaco Rail & Engineering Limited,8517.835162,Small Cap,NSE,5587969,21828
FDC,FDC Limited,8503.566336,Small Cap,NSE,1253889,4898
CMSINFO,CMS Info Systems Limited,8461.039206,Small Cap,NSE,1946369,7603
RATEGAIN,Rategain Travel Technologies Limited,8439.938253,Small Cap,NSE,1837313,7177
AZAD,Azad Engineering Limited,8418.578432,Small Cap,NSE,5351681,20905
MAHSEAMLES,Maharashtra Seamless Limited,8407.925555,Small Cap,NSE,534529,2088
PGHL,Procter & Gamble Health Limited,8392.32471,Small Cap,NSE,240641,940
RELIGARE,Religare Enterprises Limited,8374.597222,Small Cap,NSE,3857409,15068
HEG,HEG Limited,8336.649421,Small Cap,NSE,342017,1336
GSFC,Gujarat State Fertilizers & Chemicals Limited,8334.186086,Small Cap,NSE,319233,1247
BLUEJET,Blue Jet Healthcare Limited,8322.133197,Small Cap,NSE,5039617,19686
PARADEEP,Paradeep Phosphates Limited,8321.56631,Small Cap,NSE,2493697,9741
SHILPAMED,Shilpa Medicare Limited,8261.977702,Small Cap,NSE,4544513,17752
IONEXCHANG,ION Exchange (India) Limited,8221.693542,Small Cap,NSE,417281,1630
PNCINFRA,PNC Infratech Limited,8205.400474,Small Cap,NSE,2402561,9385
TCI,Transport Corporation of India Limited,8204.673843,Small Cap,NSE,2708481,10580
BALUFORGE,Balu Forge Industries Limited,8144.126771,Small Cap,NSE,6043393,23607
KNRCON,KNR Constructions Limited,8141.753549,Small Cap,NSE,3912449,15283
STARCEMENT,Star Cement Limited,8111.488205,Small Cap,NSE,5399297,21091
TVSSCS,TVS Supply Chain Solutions Limited,8110.517453,Small Cap,NSE,4646657,18151
EQUITASBNK,Equitas Small Finance Bank Limited,8064.480051,Small Cap,NSE,233729,913
BBOX,Black Box Limited,8054.154854,Small Cap,NSE,879361,3435
KTKBANK,The Karnataka Bank Limited,8051.788186,Small Cap,NSE,2061825,8054
ANURAS,Anupam Rasayan India Limited,8016.810803,Small Cap,NSE,6063873,23687
VARROC,Varroc Engineering Limited,7971.840819,Small Cap,NSE,987393,3857
SUNTECK,Sunteck Realty Limited,7943.93559,Small Cap,NSE,4516097,17641
AVANTIFEED,Avanti Feeds Limited,7940.416307,Small Cap,NSE,2031617,7936
ACI,Archean Chemical Industries Limited,7895.556915,Small Cap,NSE,3078145,12024
AMIORG,Ami Organics Limited,7856.354099,Small Cap,NSE,1427969,5578
INFIBEAM,Infibeam Avenues Limited,7791.784755,Small Cap,NSE,4159745,16249
GARFIBRES,Garware Technical Fibres Limited,7756.248678,Small Cap,NSE,281609,1100
GARFIBRES,Garware Technical Fibres Limited,7756.248678,Small Cap,NSE,281601,1100
JKPAPER,JK Paper Limited,7721.417933,Small Cap,NSE,3036161,11860
INDIGOPNTS,Indigo Paints Limited,7703.483187,Small Cap,NSE,524289,2048
PDSL,PDS Limited,7657.248358,Small Cap,NSE,1347585,5264
MEDPLUS,Medplus Health Services Limited,7630.124646,Small Cap,NSE,1857025,7254
MAHLIFE,Mahindra Lifespace Developers Limited,7562.335846,Small Cap,NSE,2060801,8050
MHRIL,Mahindra Holidays & Resorts India Limited,7561.507635,Small Cap,NSE,4437249,17333
RTNPOWER,RattanIndia Power Limited,7545.004851,Small Cap,NSE,4485121,17520
EMUDHRA,eMudhra Limited,7506.466406,Small Cap,NSE,2497537,9756
JUNIPER,Juniper Hotels Limited,7476.067533,Small Cap,NSE,5842945,22824
ICIL,Indo Count Industries Limited,7466.216653,Small Cap,NSE,3068673,11987
